
NOTICE: Existing SQLite export found: prod_nsys.sqlite
        It is assumed file was previously exported from: prod_nsys.nsys-rep
        Consider using --force-export=true if needed.

Processing [prod_nsys.sqlite] with [/opt/nvidia/nsight-systems/2024.6.2/host-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ms),Instances,Avg (ms),Med (ms),Min (ms),Max (ms),StdDev (ms),Name
0.0,1.0629,480,0.0022,0.0022,0.0015,0.0213,0.0011,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::BUnaryFunctor<long, long, long, at::native::remainder_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, long) (instance 1)]>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,1.0567,32,0.0330,0.0330,0.0328,0.0334,0.0002,nvjet_tst_96x64_64x10_1x2_h_bz_bias_TNN
0.0,1.0224,512,0.0020,0.0015,0.0012,0.0041,0.0007,aggCopyReports
0.0,1.0161,512,0.0020,0.0020,0.0018,0.0036,0.0001,removeAggPairsStage1
0.0,1.0157,672,0.0015,0.0016,0.0013,0.0022,0.0002,getRigidDynamicLinearVelocity
0.0,1.0154,512,0.0020,0.0020,0.0017,0.0028,0.0001,translateAABBsLaunch
0.0,1.0151,672,0.0015,0.0016,0.0013,0.0018,0.0001,getRigidDynamicAngularVelocity
0.0,1.0097,32,0.0316,0.0316,0.0312,0.0318,0.0001,nvjet_tst_168x128_64x5_2x1_v_bz_coopA_bias_TNN
0.0,1.0061,512,0.0020,0.0019,0.0016,0.0028,0.0003,mergeChangedAABBMgrHandlesLaunch
0.0,0.9895,704,0.0014,0.0014,0.0012,0.0020,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 11)]::operator ()() const::[lambda(bool, float, float) (instance 1)], std::array<char *, (unsigned long)4>>(int, T2, T3)"
0.0,0.9799,136,0.0072,0.0072,0.0069,0.0080,0.0002,nvjet_tst_64x24_64x16_4x1_v_bz_splitK_bias_TNT
0.0,0.9744,512,0.0019,0.0019,0.0017,0.0025,0.0001,initializeSolverVelocitiesTGS
0.0,0.9569,136,0.0070,0.0070,0.0068,0.0076,0.0002,nvjet_tst_64x24_64x16_2x1_v_bz_bias_TNT
0.0,0.9564,512,0.0019,0.0019,0.0018,0.0020,0.0000,rigidSumInternalContactAndJointBatches1
0.0,0.9538,528,0.0018,0.0018,0.0015,0.0023,0.0002,write_2d_data_to_buffer_with_indices_429b8a50_cuda_kernel_forward
0.0,0.9465,136,0.0070,0.0071,0.0064,0.0073,0.0002,nvjet_tst_192x8_64x8_2x1_v_bz_NNT
0.0,0.9433,256,0.0037,0.0037,0.0021,0.0056,0.0013,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::or_kernel_cuda(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(bool, bool) (instance 1)]>, unsigned int, bool, (int)4, (int)4>>(T3)"
0.0,0.9381,512,0.0018,0.0018,0.0017,0.0021,0.0001,initializeSapBox1DLaunch
0.0,0.9247,352,0.0026,0.0027,0.0022,0.0033,0.0002,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4, (int)4>>(T3)"
0.0,0.9244,512,0.0018,0.0017,0.0015,0.0037,0.0003,accumulateReportsStage_1
0.0,0.9069,520,0.0017,0.0015,0.0012,0.0037,0.0005,"void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::DeviceReducePolicy<int, unsigned long long, cuda::std::__4::plus<void>>::Policy600, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long>, int *, unsigned long long, cuda::std::__4::plus<void>, int, int, cuda::std::__4::__identity>(T2, T3, T4, T5, T6, T8)"
0.0,0.8884,512,0.0017,0.0017,0.0016,0.0019,0.0001,concludeBlocksTGS
0.0,0.8878,512,0.0017,0.0017,0.0016,0.0018,0.0000,constraint1DBlockPrePrepLaunch
0.0,0.8804,336,0.0026,0.0026,0.0019,0.0036,0.0004,"void at_cuda_detail::cub::DeviceReduceKernel<at_cuda_detail::cub::DeviceReducePolicy<int, unsigned long long, cuda::std::__4::plus<void>>::Policy600, at_cuda_detail::cub::TransformInputIterator<bool, at::native::<unnamed>::NonZeroOp<bool>, const bool *, long>, unsigned long long, cuda::std::__4::plus<void>, int, cuda::std::__4::__identity>(T2, T5 *, T3, at_cuda_detail::cub::GridEvenShare<T3>, T4, T6)"
0.0,0.8627,480,0.0018,0.0018,0.0013,0.0036,0.0003,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_trunc_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, long) (instance 1)]>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.8487,136,0.0062,0.0062,0.0060,0.0067,0.0001,nvjet_tst_64x8_64x16_4x1_v_bz_splitK_bias_TNT
0.0,0.8451,512,0.0017,0.0017,0.0013,0.0033,0.0002,addAggPairsStage2
0.0,0.8395,512,0.0016,0.0016,0.0015,0.0019,0.0001,updateChangedAABBMgrHandlesLaunch
0.0,0.8320,512,0.0016,0.0016,0.0015,0.0018,0.0001,writeBackBodiesTGS
0.0,0.8234,512,0.0016,0.0014,0.0013,0.0031,0.0003,addAggPairsStage1
0.0,0.8233,408,0.0020,0.0020,0.0016,0.0028,0.0002,update_outdated_envs_kernel_937ac92b_cuda_kernel_forward
0.0,0.8006,512,0.0016,0.0016,0.0012,0.0022,0.0002,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctorOnSelf_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.7960,512,0.0016,0.0016,0.0013,0.0020,0.0001,initializeRadixRanks
0.0,0.7901,168,0.0047,0.0047,0.0045,0.0050,0.0001,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::CompareFunctor<long>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.7775,168,0.0046,0.0048,0.0034,0.0062,0.0006,nvjet_tst_8x64_64x16_2x1_v_bz_bias_TNN
0.0,0.7774,512,0.0015,0.0015,0.0012,0.0039,0.0003,copyRigidBodyVelocitiesToPrevious
0.0,0.7762,640,0.0012,0.0012,0.0010,0.0017,0.0001,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.7742,512,0.0015,0.0015,0.0012,0.0020,0.0002,computeRigidBodyAccelerations
0.0,0.7614,32,0.0238,0.0238,0.0229,0.0255,0.0005,"void <unnamed>::indexing_backward_kernel_small_stride<c10::BFloat16>(const long *, const long *, const T1 *, T1 *, long, long, long, long, bool)"
0.0,0.7592,472,0.0016,0.0016,0.0013,0.0023,0.0002,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.7584,512,0.0015,0.0015,0.0012,0.0018,0.0001,initStaticKinematics
0.0,0.7558,512,0.0015,0.0015,0.0012,0.0021,0.0002,removeAggPairsStage3
0.0,0.7540,512,0.0015,0.0013,0.0012,0.0034,0.0004,copyReports
0.0,0.7345,64,0.0115,0.0114,0.0111,0.0120,0.0002,nvjet_tst_64x96_64x10_2x1_v_bz_bias_TNT
0.0,0.7142,512,0.0014,0.0014,0.0013,0.0016,0.0000,ZeroBodiesTGS
0.0,0.7070,576,0.0012,0.0012,0.0010,0.0014,0.0001,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctorOnOther_add<c10::BFloat16>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.6894,480,0.0014,0.0014,0.0011,0.0028,0.0002,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.6870,576,0.0012,0.0012,0.0011,0.0015,0.0001,"void at::native::vectorized_elementwise_kernel<(int)8, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<c10::BFloat16, c10::BFloat16>(at::TensorIteratorBase &, T2)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.6693,528,0.0013,0.0012,0.0010,0.0015,0.0001,fused_mul_add_add
0.0,0.6444,168,0.0038,0.0038,0.0037,0.0039,0.0001,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,0.6380,132,0.0048,0.0051,0.0013,0.0065,0.0012,removeContactManagers_Stage5
0.0,0.6363,576,0.0011,0.0011,0.0009,0.0019,0.0001,"void <unnamed>::elementwise_kernel_with_index<int, at::native::linspace_cuda_out(const c10::Scalar &, const c10::Scalar &, long, at::Tensor &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
0.0,0.6225,272,0.0023,0.0023,0.0021,0.0025,0.0001,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)0, float, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)1, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
0.0,0.6031,384,0.0016,0.0017,0.0012,0.0021,0.0002,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 11)]::operator ()() const::[lambda(bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.5935,336,0.0018,0.0018,0.0014,0.0022,0.0001,"void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::DeviceReducePolicy<int, unsigned long long, cuda::std::__4::plus<void>>::Policy600, int *, int *, int, cuda::std::__4::plus<void>, int, int, cuda::std::__4::__identity>(T2, T3, T4, T5, T6, T8)"
0.0,0.5537,168,0.0033,0.0025,0.0024,0.0073,0.0016,"void <unnamed>::softmax_warp_forward<c10::BFloat16, c10::BFloat16, float, (int)8, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
0.0,0.5416,32,0.0169,0.0169,0.0168,0.0173,0.0001,"void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)1, (int)128, (int)1, (int)8>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,0.5329,168,0.0032,0.0032,0.0030,0.0035,0.0001,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x32_8x5_nn_align1>(T1::Params)
0.0,0.5252,232,0.0023,0.0018,0.0013,0.0059,0.0014,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(bool, c10::BFloat16, c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.5157,136,0.0038,0.0038,0.0036,0.0040,0.0001,nvjet_tst_8x64_64x16_4x1_v_bz_bias_TNN
0.0,0.5071,32,0.0158,0.0158,0.0155,0.0169,0.0003,nvjet_tst_64x8_64x16_2x1_v_bz_NNT
0.0,0.5023,288,0.0017,0.0018,0.0013,0.0021,0.0002,"void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)2>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,0.5007,192,0.0026,0.0027,0.0022,0.0032,0.0003,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator ()(at::TensorIterator &)::[lambda(long, long) (instance 1)]>, unsigned int, long, (int)4, (int)4>>(T3)"
0.0,0.4944,296,0.0017,0.0016,0.0012,0.0023,0.0003,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase &)::[lambda(bool) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.4842,288,0.0017,0.0017,0.0012,0.0022,0.0002,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::where_kernel_impl(at::TensorIterator &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 11)]::operator ()() const::[lambda(bool, float, float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.4801,136,0.0035,0.0035,0.0033,0.0038,0.0001,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)1>, unsigned int, (int)2, (int)128, (int)1, (int)16, (int)16>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,0.4753,256,0.0019,0.0018,0.0015,0.0026,0.0002,"void at::native::unrolled_elementwise_kernel<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)2>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,0.4548,256,0.0018,0.0018,0.0015,0.0021,0.0002,"omni::physx::tensors::fetchRbTransformsKernel(omni::physx::tensors::TensorTransform *, const physx::PxTransformT<float> *, const physx::PxTransformT<float> *, unsigned int, unsigned int, const omni::physx::tensors::GpuRigidBodyRecord *)"
0.0,0.4238,32,0.0132,0.0122,0.0119,0.0188,0.0023,nvjet_tst_256x64_64x5_2x1_v_bz_NTT
0.0,0.4107,32,0.0128,0.0115,0.0102,0.0169,0.0026,nvjet_tst_512x32_64x3_1x1_v_bz_NTT
0.0,0.4007,160,0.0025,0.0015,0.0014,0.0423,0.0041,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, void at::native::<unnamed>::threshold_kernel_impl<c10::BFloat16>(at::TensorIteratorBase &, T1, T1)::[lambda(c10::BFloat16, c10::BFloat16) (instance 1)]>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,0.3995,168,0.0024,0.0024,0.0022,0.0027,0.0001,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.3968,248,0.0016,0.0016,0.0015,0.0018,0.0000,initializeManifolds
0.0,0.3854,32,0.0120,0.0128,0.0083,0.0335,0.0045,nvjet_tst_32x256_64x5_1x2_h_bz_NTN
0.0,0.3853,256,0.0015,0.0015,0.0012,0.0019,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::logical_or_kernel_cuda(at::TensorIterator &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(bool, bool) (instance 1)]>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,0.3847,136,0.0028,0.0028,0.0026,0.0032,0.0002,nvjet_tst_64x8_64x16_1x1_v_badd_TNT
0.0,0.3819,136,0.0028,0.0028,0.0027,0.0030,0.0001,nvjet_tst_128x8_64x12_2x1_v_bz_NNT
0.0,0.3809,168,0.0023,0.0022,0.0021,0.0026,0.0001,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<c10::BFloat16, c10::BFloat16>(at::TensorIteratorBase &, T2)::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.3807,256,0.0015,0.0015,0.0011,0.0020,0.0002,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<float>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.3754,320,0.0012,0.0012,0.0010,0.0014,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AbsFunctor<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.3617,64,0.0057,0.0057,0.0034,0.0080,0.0019,nvjet_tst_40x64_64x16_1x2_h_bz_bias_TNN
0.0,0.3597,32,0.0112,0.0112,0.0107,0.0117,0.0003,nvjet_tst_32x64_64x16_2x1_v_bz_bias_TNN
0.0,0.3344,304,0.0011,0.0011,0.0009,0.0015,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<bool>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,0.3278,32,0.0102,0.0103,0.0098,0.0106,0.0002,nvjet_tst_96x64_64x8_1x2_h_bz_NNN
0.0,0.2923,120,0.0024,0.0025,0.0018,0.0036,0.0004,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,0.2810,32,0.0088,0.0088,0.0085,0.0092,0.0002,nvjet_tst_128x24_64x11_1x2_h_bz_NNT
0.0,0.2797,192,0.0015,0.0015,0.0012,0.0017,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,0.2724,192,0.0014,0.0014,0.0011,0.0019,0.0002,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::CompareFunctor<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,0.2659,140,0.0019,0.0019,0.0017,0.0023,0.0001,removeContactManagers_Stage4
0.0,0.2629,140,0.0019,0.0019,0.0017,0.0022,0.0001,removeContactManagers_Stage3
0.0,0.2618,168,0.0016,0.0016,0.0013,0.0018,0.0001,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.2554,192,0.0013,0.0013,0.0011,0.0016,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.2389,192,0.0012,0.0012,0.0010,0.0019,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,0.2308,140,0.0016,0.0017,0.0013,0.0020,0.0002,removeContactManagers_Stage2
0.0,0.2306,161,0.0014,0.0014,0.0012,0.0019,0.0002,clearFrictionPatchCounts
0.0,0.2255,128,0.0018,0.0018,0.0015,0.0021,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<int>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.2048,140,0.0015,0.0014,0.0013,0.0018,0.0001,removeContactManagers_Stage1
0.0,0.2008,128,0.0016,0.0016,0.0013,0.0019,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.1923,32,0.0060,0.0060,0.0058,0.0064,0.0001,nvjet_tst_64x16_64x16_1x1_v_bz_NNT
0.0,0.1896,128,0.0015,0.0015,0.0013,0.0016,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::acos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.1872,64,0.0029,0.0029,0.0025,0.0034,0.0002,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::WelfordOps<float, float, int, thrust::THRUST_200700_700_750_800_860_900_1000_1200_NS::pair<float, float>>, unsigned int, float, (int)2, (int)2>>(T3)"
0.0,0.1859,128,0.0015,0.0014,0.0012,0.0018,0.0001,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.1827,160,0.0011,0.0011,0.0009,0.0014,0.0001,"void cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::DeviceCompactInitKernel<cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::ScanTileState<int, (bool)1>, int *>(T1, int, T2)"
0.0,0.1724,32,0.0054,0.0056,0.0044,0.0058,0.0004,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16, c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,0.1654,96,0.0017,0.0017,0.0014,0.0021,0.0002,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)2>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,0.1641,128,0.0013,0.0013,0.0011,0.0015,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,0.1572,128,0.0012,0.0013,0.0010,0.0015,0.0001,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::FillFunctor<float>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.1410,64,0.0022,0.0022,0.0020,0.0026,0.0001,"void cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::DeviceSelectSweepKernel<cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::detail::device_select_policy_hub<unsigned int, physx::PxFlags<omni::physx::tensors::ActorGpuFlag::Enum, unsigned short>, int, (bool)0, (bool)0>::Policy900, const unsigned int *, thrust::THRUST_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::device_ptr<const physx::PxFlags<omni::physx::tensors::ActorGpuFlag::Enum, unsigned short>>, thrust::THRUST_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::device_ptr<unsigned int>, int *, cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::ScanTileState<int, (bool)1>, omni::physx::tensors::<unnamed>::IsRdDirtyFlagSet, cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::NullType, int, (bool)0, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int, cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::detail::vsmem_t)"
0.0,0.1408,32,0.0044,0.0044,0.0041,0.0048,0.0002,nvjet_tst_64x128_64x8_2x1_v_bz_NTN
0.0,0.1389,96,0.0014,0.0014,0.0010,0.0019,0.0002,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<c10::BFloat16>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.1385,32,0.0043,0.0043,0.0041,0.0046,0.0001,nvjet_tst_16x64_64x16_2x1_v_bz_bias_TNN
0.0,0.1348,64,0.0021,0.0022,0.0018,0.0026,0.0002,reset_wrench_composer_index_8fd35911_cuda_kernel_forward
0.0,0.1335,64,0.0021,0.0019,0.0015,0.0029,0.0004,getArtiVelocityStates
0.0,0.1260,64,0.0020,0.0019,0.0016,0.0029,0.0002,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.1233,32,0.0039,0.0038,0.0038,0.0041,0.0001,nvjet_tst_32x64_64x16_2x1_v_bz_NNN
0.0,0.1193,56,0.0021,0.0018,0.0015,0.0045,0.0009,set_root_com_velocity_to_sim_e7bf4e82_cuda_kernel_forward
